MRE-,ACC+,PRED40+,N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth
68.6,9.14,25.0,60,2,10,4.75,19
100.0,0.0,37.5,100,0,5,4.25,13
72.39,7.95,25.0,130,1,11,10.0,2
74.56,7.28,25.0,70,1,9,9.75,5
75.0,7.14,25.0,140,1,9,8.25,3
78.55,6.07,0.0,60,2,1,4.75,4
74.78,7.21,25.0,40,2,19,7.75,3
71.69,8.17,25.0,200,2,17,3.0,4
100.0,0.0,37.5,120,0,14,1.0,12
79.61,5.75,0.0,10,1,16,9.75,19
75.5,6.99,0.0,200,1,8,7.25,9
70.7,7.91,25.0,120,2,4,2.0,20
78.16,6.18,0.0,50,1,18,1.5,8
73.06,7.74,25.0,70,1,18,3.75,1
66.89,9.69,25.0,10,2,1,8.25,11
75.44,7.01,0.0,20,1,3,1.75,11
99.54,0.12,0.0,90,0,14,8.5,4
76.04,6.82,0.0,80,1,7,1.5,4
99.7,0.08,0.0,140,0,6,9.0,18
75.44,7.01,0.0,20,1,17,7.5,3
73.77,7.52,25.0,80,2,19,5.75,1
100.0,0.0,37.5,20,0,19,7.5,4
73.77,7.52,25.0,200,2,10,9.0,13
75.35,7.04,0.0,170,1,18,3.0,4
76.21,6.77,0.0,20,1,15,2.25,20
72.05,8.05,25.0,200,1,19,10.0,6
74.89,7.18,25.0,20,2,5,2.5,4
72.29,5.05,25.0,190,1,4,0.25,19
75.24,7.07,0.0,100,2,15,7.0,14
71.83,8.1,25.0,160,2,8,0.0,3
70.61,8.5,25.0,10,1,8,2.25,15
72.15,8.02,25.0,150,1,16,9.5,18
100.0,0.0,37.5,110,0,14,3.75,4
100.0,0.0,37.5,40,0,6,0.25,16
73.79,7.51,25.0,80,2,10,4.75,4
100.0,0.0,37.5,120,0,4,2.25,7
100.0,0.0,37.5,80,0,4,7.25,4
72.42,7.94,25.0,130,2,14,5.25,6
69.08,8.99,25.0,10,1,18,3.75,18
100.0,0.0,37.5,90,0,11,3.25,4
77.41,6.41,0.0,60,1,13,0.0,5
71.31,8.28,25.0,110,2,10,1.75,14
73.28,7.67,25.0,200,1,20,1.25,1
76.91,6.56,0.0,70,1,5,4.75,2
73.82,7.5,25.0,80,2,10,6.5,17
73.68,7.55,25.0,160,2,9,3.0,15
99.48,0.14,0.0,80,0,16,3.5,11
100.0,0.0,37.5,50,0,11,7.5,6
100.0,0.0,37.5,140,0,11,5.5,16
100.0,-0.45,12.5,100,0,1,0.5,20
75.0,7.14,25.0,170,1,13,3.5,7
100.0,0.0,37.5,30,0,15,3.0,18
73.13,7.72,25.0,170,2,15,1.5,3
74.4,7.33,25.0,150,1,3,7.0,2
72.32,7.97,25.0,180,1,14,5.25,3
72.13,8.03,25.0,120,1,13,9.0,4
72.7,7.85,25.0,60,2,15,4.75,2
70.42,8.56,25.0,80,2,12,6.75,2
73.21,7.69,25.0,190,1,3,4.25,8
74.7,7.24,25.0,180,2,18,8.25,4
99.77,0.06,0.0,180,0,16,6.0,11
72.82,25.54,37.5,50,1,2,0.25,20
74.91,6.63,0.0,110,1,6,0.75,7
73.72,7.53,25.0,110,2,13,10.0,13
100.0,0.0,37.5,10,0,13,5.75,4
70.7,8.48,25.0,130,1,12,0.25,13
77.41,6.41,0.0,10,1,2,2.25,18
100.0,0.0,37.5,80,0,16,0.75,6
70.96,8.4,25.0,180,1,10,6.75,2
76.47,6.7,0.0,160,1,20,0.25,10
70.3,8.6,25.0,120,1,7,3.0,11
100.0,0.0,37.5,200,0,18,4.25,1
72.8,7.82,25.0,200,2,7,10.0,13
75.04,5.79,12.5,70,1,4,0.25,20
73.75,7.53,25.0,130,1,5,3.25,13
75.08,7.12,0.0,110,1,11,8.0,20
73.07,7.74,25.0,170,2,19,10.0,5
72.86,14.34,12.5,40,2,2,0.25,20
71.77,8.14,25.0,70,1,20,4.0,20
76.23,6.77,0.0,50,2,2,7.25,19
75.33,7.04,0.0,20,2,16,9.25,18
74.66,7.25,25.0,130,1,9,1.75,13
73.57,7.58,25.0,190,2,15,8.25,13
73.68,7.55,25.0,100,1,18,9.5,11
72.28,7.98,25.0,180,1,19,9.25,4
80.04,5.62,0.0,50,1,7,4.25,16
74.05,7.43,25.0,60,1,11,3.75,19
76.87,6.57,0.0,130,1,15,8.5,3
71.4,8.26,25.0,170,1,2,6.75,1
73.23,7.69,25.0,130,1,14,6.5,3
75.7,6.93,0.0,50,1,9,7.5,12
72.03,8.06,25.0,130,2,18,8.5,5
100.0,0.0,37.5,110,0,8,7.25,2
72.51,7.91,25.0,140,2,8,7.25,13
74.03,7.44,25.0,180,2,13,3.25,16
76.1,6.81,0.0,80,2,4,3.5,1
72.41,7.94,25.0,110,1,7,5.0,6
100.0,0.0,37.5,60,0,10,8.25,17
100.0,0.0,37.5,40,0,3,3.75,15
71.58,14.15,25.0,160,2,3,0.75,1
74.56,7.28,25.0,20,1,5,2.75,15
99.79,0.06,0.0,200,0,2,5.75,12
73.06,7.74,25.0,70,1,16,5.5,3
100.0,0.0,37.5,10,0,16,1.0,7
74.47,7.31,25.0,190,2,8,6.0,15
100.0,0.0,37.5,60,0,16,5.25,9
100.0,0.0,37.5,90,0,12,1.75,10
73.52,7.6,25.0,80,2,13,9.75,11
75.09,7.12,0.0,100,2,18,7.0,14
75.64,14.11,25.0,110,2,2,0.25,5
72.01,8.06,25.0,130,1,9,7.5,16
99.68,0.09,0.0,130,0,10,2.5,1
73.97,7.46,25.0,130,1,7,6.75,20
74.44,6.99,25.0,180,2,6,1.25,4
100.0,0.0,37.5,130,0,11,1.25,9
73.31,7.66,25.0,140,1,11,2.5,4
100.0,0.0,37.5,180,0,10,3.5,10
72.24,8.0,25.0,150,2,9,6.75,10
73.41,7.63,25.0,130,2,10,4.0,10
100.0,0.0,37.5,170,0,7,3.25,16
76.1,6.81,0.0,80,2,19,2.25,18
73.97,7.46,25.0,70,1,8,1.75,16
85.96,3.89,0.0,10,2,4,7.75,12
100.0,0.0,37.5,100,0,11,1.5,10
71.6,8.19,25.0,180,2,13,3.5,13
74.36,7.34,25.0,200,2,9,0.0,1
75.2,7.08,0.0,100,2,17,8.75,8
72.81,7.82,25.0,180,1,11,5.25,18
77.05,6.52,0.0,90,1,10,6.25,4
74.66,7.25,25.0,150,2,14,2.5,10
99.31,0.19,0.0,60,0,9,8.0,13
99.62,0.1,0.0,110,0,17,8.25,7
68.93,7.8,25.0,50,2,4,0.0,5
80.8,8.85,0.0,40,1,2,0.75,11
70.69,8.48,25.0,120,1,5,3.25,10
74.01,7.45,25.0,120,2,16,0.25,9
75.86,6.88,0.0,150,1,13,4.25,3
75.74,6.92,0.0,80,1,14,6.75,4
100.0,0.0,37.5,60,0,13,9.25,15
100.0,0.0,37.5,10,0,7,5.25,13
100.0,0.0,37.5,50,0,3,2.75,1
100.0,0.0,37.5,200,0,8,8.5,18
73.32,7.66,25.0,170,1,18,4.5,17
73.9,7.48,25.0,60,2,6,9.75,13
100.0,0.0,37.5,10,0,13,0.5,19
73.42,7.63,25.0,200,1,8,3.0,8
72.84,7.81,25.0,200,2,9,5.25,8
72.66,7.86,25.0,30,1,3,5.25,11
73.96,7.46,25.0,180,2,20,9.25,1
74.45,7.31,25.0,180,1,5,5.5,15
77.87,8.13,0.0,60,1,3,0.25,6
74.29,7.36,25.0,120,2,20,7.75,8
73.57,7.58,25.0,120,1,9,3.5,8
86.18,3.83,0.0,10,2,5,4.0,15
100.0,0.0,37.5,110,0,6,1.75,9
76.27,6.76,0.0,90,2,2,5.0,10
75.72,6.92,0.0,170,1,4,3.5,18
69.52,8.85,25.0,20,1,2,6.0,7
74.04,7.44,25.0,180,1,19,4.5,14
100.0,0.0,37.5,100,0,20,8.75,13
75.88,6.88,0.0,90,2,2,6.75,19
99.65,0.09,0.0,120,0,7,6.5,16
72.77,7.83,25.0,170,1,9,0.75,10
100.0,0.0,37.5,120,0,16,7.25,1
99.58,0.11,0.0,100,0,6,10.0,13
72.15,8.02,25.0,130,1,10,9.0,17
100.0,0.0,37.5,50,0,10,8.5,17
74.09,7.42,25.0,200,2,9,3.5,5
100.0,0.0,37.5,100,0,11,4.25,11
100.0,0.0,37.5,80,0,14,6.75,20
73.7,7.54,25.0,120,1,2,2.5,17
100.0,0.0,37.5,140,0,15,5.75,13
99.56,0.12,0.0,190,0,20,8.75,13
71.2,8.32,25.0,150,2,14,7.25,20
76.46,6.7,0.0,30,1,14,3.75,10
100.0,0.0,37.5,90,0,2,3.75,6
73.34,7.65,25.0,70,1,8,0.75,3
73.44,7.62,25.0,190,1,12,7.25,17
76.97,6.54,0.0,30,2,10,4.5,2
73.75,7.53,25.0,180,2,20,5.25,1
71.93,8.09,25.0,70,1,12,5.25,10
73.46,7.61,25.0,50,1,13,7.75,7
75.29,7.05,0.0,160,2,20,10.0,17
100.0,0.0,37.5,90,0,2,8.5,12
70.65,8.49,25.0,70,2,12,0.0,17
73.03,7.75,25.0,110,1,10,8.25,12
100.0,0.0,37.5,80,0,1,6.25,10
74.74,11.6,25.0,30,2,2,0.75,10
100.0,0.0,37.5,150,0,2,2.5,17
73.4,7.64,25.0,160,2,17,7.75,4
72.69,7.86,25.0,180,1,17,3.0,19
76.72,6.62,0.0,60,1,16,1.0,4
76.57,6.66,0.0,60,1,15,8.75,20
100.0,0.0,37.5,170,0,7,6.5,6
71.32,8.28,25.0,50,2,1,6.25,5
69.04,1.23,25.0,70,2,5,0.25,13
75.66,6.94,0.0,20,1,10,7.0,20
100.0,0.0,37.5,200,0,16,6.5,5
100.0,0.0,37.5,170,0,20,9.75,5
72.69,7.85,25.0,150,2,14,2.75,8
100.0,0.0,37.5,160,0,4,4.75,12
100.0,0.0,37.5,120,0,9,9.25,16
100.0,0.0,37.5,90,0,18,8.5,16
73.47,8.27,25.0,100,2,3,5.25,8
70.33,9.4,25.0,160,1,4,0.5,4
100.0,0.0,37.5,140,0,20,2.25,12
100.0,0.0,37.5,120,0,20,7.25,17
100.0,0.0,37.5,70,0,15,4.5,7
74.12,7.41,25.0,50,1,8,1.25,14
74.49,7.85,25.0,90,2,4,4.0,17
73.21,7.69,25.0,120,1,11,9.25,18
76.54,6.67,0.0,20,1,17,2.0,17
72.83,7.81,25.0,110,2,2,8.0,7
74.03,7.44,25.0,120,1,7,6.0,7
73.62,7.57,25.0,110,2,17,1.0,8
100.0,0.0,37.5,10,0,13,5.5,2
81.14,5.3,0.0,10,1,2,10.0,4
100.0,0.0,37.5,190,0,8,9.75,9
75.11,7.11,0.0,20,1,9,8.25,8
74.15,7.4,25.0,170,2,6,7.0,16
70.54,8.53,25.0,30,1,19,1.5,18
100.0,0.0,37.5,110,0,18,4.0,14
74.96,7.15,25.0,180,1,17,1.75,13
100.0,0.0,37.5,10,0,1,5.25,7
99.77,0.06,0.0,180,0,7,9.75,18
99.48,0.14,0.0,80,0,7,0.25,11
74.08,7.42,25.0,110,1,18,7.25,9
73.41,7.63,25.0,40,1,13,1.0,12
78.4,6.11,0.0,40,2,18,3.75,20
71.69,14.13,12.5,190,1,2,0.0,17
100.0,0.0,37.5,180,0,9,5.5,15
100.0,0.0,37.5,10,0,20,6.0,20
100.0,0.0,37.5,60,0,20,2.5,13
73.9,7.48,25.0,190,2,20,10.0,13
100.0,0.0,37.5,190,0,20,3.0,4
69.52,8.85,25.0,10,2,16,0.75,1
100.0,0.0,37.5,40,0,15,0.75,10
100.0,0.0,37.5,80,0,7,8.75,13
100.0,0.0,37.5,30,0,4,5.75,5
73.8,6.76,25.0,110,2,6,1.75,16
100.0,0.0,37.5,110,0,7,4.5,13
100.0,0.0,37.5,50,0,14,6.25,10
74.97,7.15,25.0,130,1,9,5.25,15
94.44,0.0,0.0,30,0,3,0.25,6
76.97,6.54,0.0,50,1,7,6.25,2
100.0,0.0,37.5,190,0,12,5.75,18
75.44,7.01,0.0,50,1,10,2.25,5
100.0,0.0,37.5,20,0,12,7.0,20
70.36,8.58,25.0,70,2,5,8.25,7
76.13,6.8,0.0,130,2,16,5.75,15
75.45,7.0,0.0,150,2,5,8.5,20
69.52,8.85,25.0,20,2,19,0.0,15
73.85,7.5,25.0,160,1,15,9.5,7
72.84,3.75,25.0,120,2,4,1.25,13
100.0,0.0,37.5,100,0,10,0.75,19
73.03,7.75,25.0,10,2,19,2.0,17
76.91,9.35,0.0,50,2,1,3.5,2
76.1,6.81,0.0,40,1,16,1.0,11
74.31,7.35,25.0,150,1,1,5.25,14
71.87,8.11,25.0,70,1,12,4.25,15
100.0,0.0,37.5,110,0,2,2.75,6
74.21,7.39,25.0,50,2,17,5.0,14
73.76,7.52,25.0,30,1,11,8.0,9
73.89,7.48,25.0,180,2,13,8.5,5
74.93,7.17,25.0,180,2,12,6.75,16
75.86,6.88,0.0,100,1,13,1.75,3
100.0,0.0,37.5,50,0,17,5.0,4
100.0,0.0,37.5,130,0,8,4.0,6
73.46,7.61,25.0,10,2,17,5.5,7
99.79,0.06,0.0,200,0,2,5.25,8
73.71,7.54,25.0,150,1,5,6.0,20
99.7,0.08,0.0,140,0,13,0.75,14
100.0,0.0,37.5,200,0,16,0.25,19
100.0,0.0,37.5,30,0,16,6.25,19
100.0,0.0,37.5,10,0,1,5.0,10
74.42,7.32,25.0,170,1,11,5.5,18
74.71,7.23,25.0,30,2,17,7.5,9
75.49,6.99,0.0,40,2,12,7.25,6
70.21,8.63,25.0,200,2,13,8.75,18
100.0,0.0,37.5,140,0,14,9.0,16
77.8,6.29,0.0,40,1,18,0.5,1
73.1,7.73,25.0,60,1,11,8.25,9
74.15,7.4,25.0,70,1,15,2.25,2
100.0,0.0,37.5,40,0,17,4.0,17
76.61,6.65,0.0,30,2,20,3.25,18
72.76,7.83,25.0,180,2,9,1.0,6
99.74,0.07,0.0,160,0,10,0.5,1
70.69,1.38,25.0,200,2,4,0.5,5
74.77,7.21,25.0,150,1,13,5.25,2
72.67,7.86,25.0,80,1,14,1.0,14
89.13,0.37,0.0,100,0,4,0.0,16
77.24,5.91,0.0,130,2,1,1.75,14
72.68,7.86,25.0,100,1,17,5.5,9
76.48,6.69,0.0,40,1,1,4.0,19
100.0,0.0,37.5,50,0,12,4.25,18
92.95,6.2,0.0,110,0,2,0.25,17
75.0,7.14,25.0,10,1,18,0.25,15
100.0,0.0,37.5,160,0,17,8.75,15
70.61,8.5,25.0,30,1,15,4.0,3
100.0,0.0,37.5,160,0,3,3.75,6
71.12,8.35,25.0,140,1,14,5.5,13
71.69,8.17,25.0,120,2,9,1.5,1
82.68,4.84,0.0,10,1,12,3.5,1
99.77,0.06,0.0,180,0,14,4.5,6
100.0,0.0,37.5,130,0,8,7.75,17
71.85,8.12,25.0,130,1,3,9.75,12
78.07,6.21,0.0,20,1,19,9.75,20
73.44,7.62,25.0,100,2,8,6.5,15
71.24,8.31,25.0,60,1,14,8.5,7
99.68,0.09,0.0,130,0,3,1.75,6
100.0,0.0,37.5,100,0,19,7.25,18
73.57,7.58,25.0,40,2,13,5.0,1
71.37,10.13,25.0,60,2,3,5.75,6
75.94,6.85,0.0,100,2,11,2.25,2
70.07,8.67,25.0,40,1,14,5.5,11
100.0,0.0,37.5,20,0,7,8.0,2
100.0,0.0,37.5,120,0,2,1.5,19
100.0,0.0,37.5,80,0,1,2.0,9
76.14,6.79,0.0,140,1,1,3.5,11
75.37,7.03,0.0,90,2,8,0.5,1
71.71,8.16,25.0,90,1,3,9.25,1
100.0,0.0,37.5,200,0,10,2.5,16
71.37,8.27,25.0,140,1,5,7.25,5
100.0,0.0,37.5,180,0,18,10.0,7
100.0,0.0,37.5,80,0,3,9.0,16
74.7,7.23,25.0,190,2,9,1.0,14
72.79,7.82,25.0,140,2,15,2.0,18
100.0,0.0,37.5,40,0,4,1.25,12
98.96,0.28,0.0,40,0,17,2.0,3
100.0,0.0,37.5,110,0,12,6.0,8
100.0,0.0,37.5,80,0,6,9.25,11
100.0,0.0,37.5,180,0,11,0.0,20
100.0,0.0,37.5,30,0,8,4.25,19
100.0,0.0,37.5,60,0,5,4.75,3
74.24,7.38,25.0,190,1,9,3.0,11
100.0,0.0,37.5,80,0,17,6.25,4
100.0,0.0,37.5,200,0,14,5.75,16
100.0,0.0,37.5,120,0,8,6.0,10
70.94,8.4,25.0,20,2,15,1.5,14
99.7,0.08,0.0,140,0,1,2.25,14
74.19,7.39,25.0,70,1,7,7.0,15
72.48,7.12,25.0,130,2,6,1.5,17
75.19,7.09,0.0,70,2,6,9.75,8
100.0,0.0,37.5,160,0,2,8.5,3
100.0,0.0,37.5,60,0,17,8.75,10
73.46,7.61,25.0,110,1,4,7.5,15
75.07,7.12,0.0,120,2,6,8.5,2
71.36,2.48,25.0,100,1,4,0.25,3
75.1,7.11,0.0,150,2,17,7.0,18
74.2,7.39,25.0,180,1,13,1.75,12
100.0,0.0,37.5,70,0,5,5.75,9
75.91,6.87,0.0,70,1,19,3.0,18
68.04,9.32,25.0,40,1,15,0.75,1
71.14,8.34,25.0,130,1,18,2.5,5
71.04,8.37,25.0,160,1,4,4.75,3
72.87,7.8,25.0,130,1,11,5.5,13
74.27,7.37,25.0,180,1,12,8.75,8
73.38,7.64,25.0,100,1,3,2.5,11
100.0,0.0,37.5,160,0,8,9.25,19
74.42,7.32,25.0,170,2,16,7.75,17
74.88,7.18,25.0,130,2,12,9.0,11
78.82,8.57,0.0,200,2,1,2.5,9
71.93,8.09,25.0,20,2,2,5.25,1
99.54,0.12,0.0,90,0,14,4.75,19
73.27,7.68,25.0,180,2,15,1.25,14
74.0,7.45,25.0,200,2,11,9.25,5
77.6,6.35,0.0,70,2,15,2.75,8
100.0,0.0,37.5,60,0,20,8.5,5
73.92,7.48,25.0,180,2,19,2.25,1
99.7,0.08,0.0,140,0,9,2.25,8
75.76,6.91,0.0,90,1,15,6.0,18
68.42,9.2,25.0,10,1,15,8.5,14
100.0,0.0,37.5,10,0,20,2.5,13
100.0,0.0,37.5,110,0,1,9.5,6
75.23,7.07,0.0,160,2,17,2.25,10
100.0,0.0,37.5,90,0,10,9.0,13
76.43,6.71,0.0,20,2,9,1.25,9
100.0,0.0,37.5,130,0,17,0.75,8
76.49,6.69,0.0,50,2,19,9.25,10
74.0,7.45,25.0,70,1,14,5.5,15
77.26,6.46,0.0,70,2,16,5.0,14
75.0,7.14,25.0,150,1,10,5.25,18
72.84,7.81,25.0,150,1,2,6.75,2
73.49,7.61,25.0,170,1,15,9.75,10
72.7,7.85,25.0,40,1,9,3.0,3
71.42,8.25,25.0,150,2,7,4.75,2
74.27,7.37,25.0,150,2,7,5.0,1
71.95,8.08,25.0,90,2,14,2.0,4
100.0,0.0,37.5,10,0,5,9.5,6
71.66,8.18,25.0,200,1,7,2.25,6
100.0,0.0,37.5,120,0,15,5.5,2
75.58,6.96,0.0,30,2,15,9.5,16
75.75,6.91,0.0,170,2,8,5.0,2
100.0,0.0,37.5,200,0,7,0.5,4
71.56,8.21,25.0,100,2,12,4.25,17
73.53,7.6,25.0,180,2,18,3.0,8
100.0,0.0,37.5,180,0,6,7.25,17
76.62,6.65,0.0,50,2,8,6.25,18
73.11,7.72,25.0,100,2,19,7.5,2
70.07,8.67,25.0,20,2,11,10.0,11
75.27,7.06,0.0,40,1,15,5.25,12
75.19,7.08,0.0,180,1,5,4.25,8
74.07,7.43,25.0,180,2,8,7.25,10
72.04,8.06,25.0,20,1,17,9.75,18
78.07,6.21,0.0,20,1,1,2.25,3
77.47,6.39,0.0,70,2,20,0.25,9
72.52,7.91,25.0,200,1,3,2.0,19
71.83,8.12,25.0,130,2,16,4.25,8
73.73,7.53,25.0,200,2,15,1.0,13
75.27,7.06,0.0,40,1,15,5.5,8
73.07,7.74,25.0,150,1,7,5.75,19
78.84,5.98,0.0,20,1,13,4.75,10
76.7,6.63,0.0,40,2,15,7.0,10
69.37,8.89,25.0,30,1,8,6.25,9
76.3,6.75,0.0,160,1,8,6.25,14
73.79,7.51,25.0,140,1,8,5.0,13
72.71,7.85,25.0,90,1,17,8.0,8
72.1,8.04,25.0,140,2,16,4.25,12
78.34,6.13,0.0,40,2,20,6.75,2
73.73,7.53,25.0,160,1,19,6.75,7
100.0,0.0,37.5,100,0,6,6.5,11
73.9,7.48,25.0,170,2,14,2.0,3
72.48,7.92,25.0,80,1,7,8.5,17
74.14,7.41,25.0,100,2,20,5.25,3
100.0,0.0,37.5,140,0,5,2.25,1
74.58,7.27,25.0,120,2,9,7.75,3
100.0,0.0,37.5,150,0,8,9.75,7
75.25,7.07,0.0,150,2,20,0.5,19
72.27,7.98,25.0,70,2,10,1.5,5
75.58,6.96,0.0,150,1,8,7.0,8
74.77,7.21,25.0,150,2,8,8.0,17
99.77,0.06,0.0,180,0,1,2.75,9
73.78,7.52,25.0,120,1,1,3.25,14
74.17,7.4,25.0,190,1,4,8.25,7
72.76,7.83,25.0,130,2,15,4.25,7
73.28,7.67,25.0,170,1,9,0.5,1
71.61,8.19,25.0,90,1,16,1.25,1
75.38,7.03,0.0,150,2,16,3.0,18
73.18,7.7,25.0,180,2,16,8.25,15
74.04,7.44,25.0,80,1,20,2.5,5
99.11,0.24,0.0,140,0,20,6.0,7
74.75,7.22,25.0,80,2,16,3.75,13
74.34,7.34,25.0,40,1,9,9.5,18
100.0,0.0,37.5,40,0,15,2.0,15
74.32,7.35,25.0,190,1,20,4.25,5
100.0,0.0,37.5,190,0,10,9.5,5
99.62,0.1,0.0,110,0,10,2.25,17
74.16,7.4,25.0,130,2,19,2.75,7
74.63,7.25,25.0,60,2,11,4.0,15
71.48,8.23,25.0,140,1,15,2.25,19
73.59,7.58,25.0,120,2,14,1.0,8
73.21,7.69,25.0,120,2,20,5.25,3
100.0,0.0,37.5,100,0,7,6.75,1
100.0,0.0,37.5,70,0,14,8.5,17
72.02,8.06,25.0,100,2,2,10.0,9
69.23,8.94,25.0,30,2,19,8.5,14
99.58,0.11,0.0,200,0,4,9.75,7
100.0,0.0,37.5,120,0,11,8.75,16
74.07,7.43,25.0,90,1,11,5.0,3
73.64,7.56,25.0,200,1,1,7.75,20
70.66,18.95,37.5,100,2,1,0.5,11
76.97,6.54,0.0,70,1,16,7.75,10
76.75,6.61,0.0,10,1,9,1.5,16
100.0,0.0,37.5,80,0,11,5.25,5
73.95,7.47,25.0,100,1,18,1.5,10
73.8,6.14,25.0,160,2,7,0.0,12
73.75,7.53,25.0,100,1,11,9.25,16
100.0,0.0,37.5,180,0,13,9.25,7
71.67,8.17,25.0,50,1,17,5.0,2
99.48,0.14,0.0,80,0,8,9.75,13
74.1,7.42,25.0,190,2,12,4.25,19
72.37,7.95,25.0,200,2,7,6.0,12
72.87,7.8,25.0,130,1,1,8.25,5
100.0,0.0,37.5,10,0,8,4.5,5
100.0,0.0,37.5,150,0,14,9.75,9
76.01,6.84,0.0,120,2,18,7.25,16
100.0,0.0,37.5,200,0,15,2.25,2
100.0,0.0,37.5,50,0,17,5.25,17
74.34,7.34,25.0,110,2,18,2.5,1
100.0,0.0,37.5,180,0,9,8.75,9
72.4,8.95,25.0,140,2,2,6.5,13
72.62,5.47,25.0,30,2,5,0.5,7
100.0,0.0,37.5,150,0,5,5.25,8
74.05,7.43,25.0,90,1,20,8.0,19
100.0,0.0,37.5,30,0,10,4.5,10
75.55,6.97,0.0,190,2,10,2.0,3
71.97,8.03,25.0,140,2,4,2.0,19
71.03,8.37,25.0,90,2,7,3.25,1
74.87,7.18,25.0,100,1,6,7.25,9
75.73,6.92,0.0,60,1,19,0.0,19
75.46,7.0,0.0,100,2,13,1.25,12
73.99,7.45,25.0,80,1,18,3.0,18
100.0,0.0,37.5,110,0,16,3.25,20
75.66,6.94,0.0,30,1,7,1.25,19
100.0,0.0,37.5,30,0,13,8.75,10
72.18,8.01,25.0,70,2,8,2.25,6
72.65,7.87,25.0,100,1,6,1.75,2
100.0,0.0,37.5,60,0,2,0.75,3
74.59,7.27,25.0,180,1,13,6.75,5
100.0,0.0,37.5,130,0,2,6.5,15
100.0,0.0,37.5,120,0,12,2.75,15
100.0,0.0,37.5,190,0,11,9.5,8
77.41,6.41,0.0,50,2,19,4.75,18
72.02,8.06,25.0,190,1,10,3.75,13
74.08,7.43,25.0,100,2,13,10.0,18
70.04,8.68,25.0,80,2,4,8.25,20
70.47,11.33,25.0,190,2,3,1.25,17
63.3,10.85,25.0,30,2,7,6.0,15
75.24,7.07,0.0,120,1,9,1.5,8
73.0,7.76,25.0,150,2,10,1.25,6
73.03,7.75,25.0,40,1,17,6.0,20
72.28,19.98,0.0,10,2,1,3.5,4
74.26,7.37,25.0,170,1,19,6.0,8
75.15,10.29,0.0,200,1,1,1.25,15
75.13,7.1,0.0,130,2,2,8.75,4
76.75,6.61,0.0,30,1,7,4.75,15
74.62,7.26,25.0,70,1,18,8.5,1
74.45,7.31,25.0,80,2,18,6.75,13
100.0,0.0,37.5,90,0,14,6.0,12
99.54,0.12,0.0,180,0,6,5.25,19
99.68,0.09,0.0,130,0,15,3.75,20
100.0,0.0,37.5,180,0,12,6.0,19
71.24,8.3,25.0,80,1,18,8.5,3
72.4,7.95,25.0,80,1,10,4.25,15
100.0,0.0,37.5,20,0,19,4.75,17
75.74,6.92,0.0,170,1,1,10.0,18
73.78,7.52,25.0,90,1,14,1.25,8
73.71,7.54,25.0,160,2,16,10.0,11
74.17,7.4,25.0,100,1,4,6.0,11
69.63,8.81,25.0,20,1,10,4.0,11
73.74,7.53,25.0,110,2,8,6.0,3
73.46,7.61,25.0,100,1,9,0.75,7
100.0,0.0,37.5,10,0,12,2.5,10
74.91,7.17,25.0,50,1,4,9.0,14
82.68,4.84,0.0,10,2,7,6.5,9
100.0,0.0,37.5,20,0,6,4.5,7
100.0,0.0,37.5,50,0,12,9.5,19
100.0,0.0,37.5,200,0,3,1.75,6
69.84,11.75,25.0,110,2,3,1.25,8
73.57,7.58,25.0,80,2,12,6.75,11
78.75,10.33,0.0,10,2,5,1.75,4
74.12,7.41,25.0,200,2,12,8.0,13
76.54,6.67,0.0,10,1,5,7.75,8
76.1,6.81,0.0,40,1,16,1.75,10
100.0,0.0,37.5,180,0,16,8.25,18
73.07,7.74,25.0,150,1,13,7.75,15
74.24,7.37,25.0,90,1,2,2.25,19
100.0,0.0,37.5,70,0,5,8.0,17
71.2,8.32,25.0,200,2,8,1.75,11
74.3,7.36,25.0,200,1,20,7.75,11
73.03,7.75,25.0,90,1,17,9.75,2
100.0,0.0,37.5,130,0,19,5.0,8
100.0,0.0,37.5,130,0,10,0.75,11
100.0,0.0,37.5,60,0,18,1.0,8
73.99,7.45,25.0,180,1,16,7.5,19
74.42,7.32,25.0,190,1,18,5.5,1
100.0,0.0,37.5,70,0,4,1.25,20
73.93,7.47,25.0,70,1,17,1.25,20
73.85,7.5,25.0,130,2,7,8.75,19
100.0,0.0,37.5,60,0,1,4.5,3
71.84,8.12,25.0,50,2,18,1.5,20
74.87,7.18,25.0,50,2,13,1.75,9
70.86,8.43,25.0,90,2,18,6.0,12
99.79,0.06,0.0,200,0,14,8.0,2
100.0,0.0,37.5,60,0,14,5.0,15
100.0,0.0,37.5,90,0,20,5.75,9
75.18,7.09,0.0,120,1,20,5.5,19
74.66,6.74,0.0,170,1,4,1.0,10
71.35,8.27,25.0,80,2,20,0.5,4
73.87,7.49,25.0,130,1,19,0.75,16
69.3,8.92,25.0,10,1,8,5.5,16
73.39,7.64,25.0,30,2,13,0.75,13
72.6,10.88,25.0,70,1,3,0.25,9
70.72,8.47,25.0,40,1,17,3.25,9
75.06,7.12,0.0,140,2,17,5.75,2
100.0,0.0,37.5,200,0,11,7.75,6
100.0,0.0,37.5,90,0,9,4.25,19
100.0,0.0,37.5,190,0,6,4.5,4
68.9,10.45,25.0,150,2,4,1.0,12
75.24,7.07,0.0,110,2,8,7.5,13
74.34,7.34,25.0,10,1,18,5.75,8
